dstport,protocol,tag
52309,6,sv_P9
56445,17,sv_P8
23134,1,sv_P10
6182,17,sv_P10
1913,17,sv_P10
443,tcp,sv_P2
38738,17,sv_P10
28,tcp,sv_P7
68,udp,sv_P2
31,udp,SV_P3
40363,1,sv_P9
16649,1,sv_P8
23,tcp,sv_P1
57007,6,sv_P9
16476,17,sv_P9
14003,6,sv_P9
59496,6,sv_P8
7136,6,sv_P9
0,icmp,sv_P5
3389,tcp,sv_P5
443,tcp,sv_P2
50919,17,sv_P10
110,tcp,email
17489,6,sv_P8
26,tcp,sv_P6
34357,17,sv_P10
3389,tcp,sv_P5
61466,6,sv_P9
143,tcp,email
28,tcp,sv_P7
3389,tcp,sv_P5
47299,17,sv_P8
25,tcp,sv_P1
63394,1,sv_P9
31,udp,SV_P3
68,udp,sv_P2
35046,6,sv_P9
443,tcp,sv_P2
64906,1,sv_P10
26,tcp,sv_P6
4017,6,sv_P10
3389,tcp,sv_P5
21092,1,sv_P8
39988,1,sv_P9
4368,1,sv_P8
993,tcp,email
6702,6,sv_P9
993,tcp,email
50969,6,sv_P9
0,icmp,sv_P5
110,tcp,email
35625,6,sv_P10
15189,6,sv_P10
7536,1,sv_P10
16045,6,sv_P8
68,udp,sv_P2
993,tcp,email
143,tcp,email
22751,6,sv_P10
61086,1,sv_P10
60102,17,sv_P8
3389,tcp,sv_P5
443,tcp,sv_P2
9866,6,sv_P9
110,tcp,email
26,tcp,sv_P6
37550,1,sv_P10
41807,17,sv_P8
993,tcp,email
22,tcp,sv_P4
25,tcp,sv_P1
22,tcp,sv_P4
22,tcp,sv_P4
22,tcp,sv_P4
25,tcp,sv_P1
28,tcp,sv_P7
28,tcp,sv_P7
33079,1,sv_P10
22,tcp,sv_P4
63911,6,sv_P8
31,udp,SV_P3
0,icmp,sv_P5
7896,1,sv_P10
443,tcp,sv_P2
62570,17,sv_P10
68,udp,sv_P2
25,tcp,sv_P1
39631,17,sv_P9
56607,17,sv_P9
16231,17,sv_P8
49096,6,sv_P8
993,tcp,email
28,tcp,sv_P7
0,icmp,sv_P5
351,1,sv_P9
43394,1,sv_P9
43514,6,sv_P9
19732,1,sv_P9
917,17,sv_P10
443,tcp,sv_P2
955,1,sv_P10
17618,1,sv_P10
25,tcp,sv_P1
58086,6,sv_P8
26,tcp,sv_P6
55329,1,sv_P8
25,tcp,sv_P1
48306,17,sv_P9
3389,tcp,sv_P5
19590,17,sv_P9
0,icmp,sv_P5
11493,6,sv_P8
23,tcp,sv_P1
64973,1,sv_P8
26,tcp,sv_P6
22,tcp,sv_P4
22,tcp,sv_P4
56594,17,sv_P9
993,tcp,email
12877,1,sv_P8
3389,tcp,sv_P5
143,tcp,email
110,tcp,email
993,tcp,email
50679,17,sv_P10
265,1,sv_P8
41980,17,sv_P9
110,tcp,email
28,tcp,sv_P7
4813,1,sv_P10
28,tcp,sv_P7
0,icmp,sv_P5
68,udp,sv_P2
22,tcp,sv_P4
26719,1,sv_P10
31,udp,SV_P3
458,1,sv_P10
0,icmp,sv_P5
22,tcp,sv_P4
45840,17,sv_P8
25,tcp,sv_P1
10179,17,sv_P9
3566,1,sv_P8
44313,6,sv_P8
23,tcp,sv_P1
3389,tcp,sv_P5
0,icmp,sv_P5
49201,17,sv_P8
143,tcp,email
993,tcp,email
32289,17,sv_P9
7474,17,sv_P9
17495,1,sv_P9
26,tcp,sv_P6
57377,1,sv_P10
37878,6,sv_P8
993,tcp,email
68,udp,sv_P2
23,tcp,sv_P1
110,tcp,email
49686,17,sv_P10
28267,17,sv_P8
443,tcp,sv_P2
25,tcp,sv_P1
36993,1,sv_P8
26,tcp,sv_P6
993,tcp,email
68,udp,sv_P2
28,tcp,sv_P7
143,tcp,email
22,tcp,sv_P4
20480,17,sv_P9
54683,1,sv_P10
722,17,sv_P8
993,tcp,email
14867,1,sv_P10
50948,6,sv_P8
110,tcp,email
4205,6,sv_P8
33787,1,sv_P9
3389,tcp,sv_P5
3389,tcp,sv_P5
993,tcp,email
62716,1,sv_P9
26,tcp,sv_P6
29758,1,sv_P10
18104,1,sv_P9
655,17,sv_P8
44575,6,sv_P10
19085,6,sv_P10
22,tcp,sv_P4
20327,17,sv_P8
58432,6,sv_P9
53081,1,sv_P9
36022,17,sv_P10
993,tcp,email
23,tcp,sv_P1
993,tcp,email
143,tcp,email
10627,17,sv_P10
1217,1,sv_P10
11324,17,sv_P8
32082,1,sv_P8
20432,6,sv_P8
443,tcp,sv_P2
3389,tcp,sv_P5
32676,6,sv_P9
54944,6,sv_P10
443,tcp,sv_P2
29325,6,sv_P9
993,tcp,email
4934,1,sv_P9
28,tcp,sv_P7
58883,17,sv_P10
110,tcp,email
34033,17,sv_P9
31,udp,SV_P3
25,tcp,sv_P1
68,udp,sv_P2
23,tcp,sv_P1
33465,1,sv_P8
68,udp,sv_P2
23,tcp,sv_P1
59568,17,sv_P9
35168,1,sv_P9
44604,17,sv_P8
28,tcp,sv_P7
143,tcp,email
32512,1,sv_P8
26,tcp,sv_P6
9029,6,sv_P8
3389,tcp,sv_P5
5176,6,sv_P8
110,tcp,email
5022,17,sv_P10
51989,1,sv_P10
42451,6,sv_P8
36521,6,sv_P9
28,tcp,sv_P7
1634,1,sv_P8
443,tcp,sv_P2
13645,6,sv_P9
3389,tcp,sv_P5
26310,1,sv_P9
993,tcp,email
48462,17,sv_P8
3389,tcp,sv_P5
993,tcp,email
62256,6,sv_P9
56357,17,sv_P8
16598,6,sv_P8
37169,17,sv_P8
42155,1,sv_P8
25,tcp,sv_P1
22,tcp,sv_P4
39059,6,sv_P8
44956,1,sv_P9
68,udp,sv_P2
23657,1,sv_P8
28,tcp,sv_P7
20958,6,sv_P8
7048,6,sv_P9
20763,6,sv_P10
22,tcp,sv_P4
0,icmp,sv_P5
32437,1,sv_P9
26,tcp,sv_P6
60916,17,sv_P8
110,tcp,email
5606,17,sv_P9
58382,6,sv_P8
43294,6,sv_P9
13684,17,sv_P10
48815,6,sv_P8
31,udp,SV_P3
0,icmp,sv_P5
14482,17,sv_P8
3389,tcp,sv_P5
48801,6,sv_P10
27590,6,sv_P10
68,udp,sv_P2
51081,6,sv_P10
25,tcp,sv_P1
443,tcp,sv_P2
18198,17,sv_P8
44975,6,sv_P10
40195,1,sv_P10
25,tcp,sv_P1
43779,1,sv_P8
46447,17,sv_P8
34732,6,sv_P10
42704,17,sv_P9
28,tcp,sv_P7
22,tcp,sv_P4
63333,1,sv_P10
31,udp,SV_P3
37082,1,sv_P10
0,icmp,sv_P5
22,tcp,sv_P4
24445,6,sv_P9
31,udp,SV_P3
52967,6,sv_P9
26,tcp,sv_P6
31,udp,SV_P3
443,tcp,sv_P2
26,tcp,sv_P6
1603,17,sv_P8
68,udp,sv_P2
68,udp,sv_P2
13823,17,sv_P8
27835,6,sv_P10
1622,1,sv_P10
52736,17,sv_P10
7664,6,sv_P9
22,tcp,sv_P4
46167,17,sv_P10
51483,17,sv_P10
3389,tcp,sv_P5
36133,17,sv_P10
17686,6,sv_P8
443,tcp,sv_P2
110,tcp,email
53612,1,sv_P9
23617,1,sv_P8
54119,1,sv_P9
11908,6,sv_P10
17165,6,sv_P10
28,tcp,sv_P7
15511,1,sv_P10
19402,6,sv_P10
110,tcp,email
110,tcp,email
3389,tcp,sv_P5
22,tcp,sv_P4
143,tcp,email
68,udp,sv_P2
26,tcp,sv_P6
23,tcp,sv_P1
43289,6,sv_P10
3389,tcp,sv_P5
443,tcp,sv_P2
22,tcp,sv_P4
39339,6,sv_P8
60055,17,sv_P10
0,icmp,sv_P5
57326,6,sv_P10
12779,6,sv_P8
31,udp,SV_P3
23,tcp,sv_P1
3389,tcp,sv_P5
443,tcp,sv_P2
443,tcp,sv_P2
110,tcp,email
28,tcp,sv_P7
4098,6,sv_P8
31,udp,SV_P3
21592,17,sv_P10
54191,6,sv_P8
110,tcp,email
143,tcp,email
3389,tcp,sv_P5
22,tcp,sv_P4
443,tcp,sv_P2
12640,6,sv_P9
13065,1,sv_P9
43788,6,sv_P9
993,tcp,email
39520,6,sv_P8
443,tcp,sv_P2
0,icmp,sv_P5
110,tcp,email
68,udp,sv_P2
46787,1,sv_P10
9832,6,sv_P8
26,tcp,sv_P6
31,udp,SV_P3
51227,6,sv_P9
22,tcp,sv_P4
26,tcp,sv_P6
26,tcp,sv_P6
22,tcp,sv_P4
57443,6,sv_P8
38585,17,sv_P9
43967,6,sv_P8
26,tcp,sv_P6
54656,1,sv_P10
23,tcp,sv_P1
993,tcp,email
44500,17,sv_P10
110,tcp,email
10268,1,sv_P10
2229,1,sv_P8
0,icmp,sv_P5
36100,6,sv_P8
31,udp,SV_P3
33990,17,sv_P8
46556,17,sv_P8
53979,17,sv_P10
55776,17,sv_P8
24133,6,sv_P8
61264,6,sv_P9
22,tcp,sv_P4
31454,6,sv_P9
34323,17,sv_P10
3389,tcp,sv_P5
0,icmp,sv_P5
10364,17,sv_P9
26,tcp,sv_P6
22438,1,sv_P9
45368,1,sv_P10
25,tcp,sv_P1
50442,6,sv_P10
443,tcp,sv_P2
23552,1,sv_P8
53956,17,sv_P10
51432,17,sv_P8
993,tcp,email
25,tcp,sv_P1
5792,1,sv_P8
735,17,sv_P9
993,tcp,email
110,tcp,email
55850,6,sv_P8
43502,17,sv_P8
68,udp,sv_P2
47157,1,sv_P9
23,tcp,sv_P1
68,udp,sv_P2
63075,17,sv_P8
25083,1,sv_P10
3389,tcp,sv_P5
68,udp,sv_P2
64128,17,sv_P10
443,tcp,sv_P2
44757,1,sv_P9
22942,6,sv_P10
55186,1,sv_P9
5147,6,sv_P9
993,tcp,email
39629,17,sv_P8
9837,1,sv_P8
46420,1,sv_P8
26,tcp,sv_P6
52318,17,sv_P10
28327,1,sv_P9
28,tcp,sv_P7
0,icmp,sv_P5
17454,17,sv_P10
25,tcp,sv_P1
46521,1,sv_P8
3389,tcp,sv_P5
3389,tcp,sv_P5
25,tcp,sv_P1
9923,1,sv_P10
22,tcp,sv_P4
0,icmp,sv_P5
23,tcp,sv_P1
36725,1,sv_P8
24642,1,sv_P9
25,tcp,sv_P1
31459,1,sv_P10
11683,17,sv_P8
482,1,sv_P10
14624,6,sv_P10
443,tcp,sv_P2
53466,6,sv_P8
62988,1,sv_P10
26,tcp,sv_P6
31,udp,SV_P3
35142,1,sv_P10
143,tcp,email
110,tcp,email
34145,17,sv_P8
0,icmp,sv_P5
23411,6,sv_P8
24248,1,sv_P8
23,tcp,sv_P1
5703,6,sv_P10
993,tcp,email
4730,6,sv_P9
31,udp,SV_P3
3389,tcp,sv_P5
31052,1,sv_P8
31,udp,SV_P3
61396,6,sv_P9
47258,6,sv_P10
59414,1,sv_P10
43133,6,sv_P10
16559,1,sv_P10
3389,tcp,sv_P5
22,tcp,sv_P4
22410,6,sv_P9
25,tcp,sv_P1
110,tcp,email
11957,17,sv_P10
22,tcp,sv_P4
22,tcp,sv_P4
35011,1,sv_P10
25,tcp,sv_P1
48661,1,sv_P9
443,tcp,sv_P2
26,tcp,sv_P6
3389,tcp,sv_P5
23,tcp,sv_P1
3389,tcp,sv_P5
38190,17,sv_P8
23,tcp,sv_P1
143,tcp,email
10621,6,sv_P8
31,udp,SV_P3
7014,1,sv_P9
31782,17,sv_P10
44570,6,sv_P10
49541,6,sv_P8
41,17,sv_P9
0,icmp,sv_P5
31,udp,SV_P3
20341,1,sv_P9
62256,1,sv_P10
46362,1,sv_P9
0,icmp,sv_P5
31,udp,SV_P3
993,tcp,email
20033,6,sv_P10
110,tcp,email
53418,6,sv_P8
143,tcp,email
68,udp,sv_P2
3389,tcp,sv_P5
26,tcp,sv_P6
58734,17,sv_P10
31,udp,SV_P3
25,tcp,sv_P1
41616,1,sv_P9
59636,6,sv_P10
32312,6,sv_P8
8672,6,sv_P10
110,tcp,email
65432,6,sv_P9
68,udp,sv_P2
27391,1,sv_P10
18944,17,sv_P10
6976,6,sv_P8
5523,1,sv_P10
25,tcp,sv_P1
36797,17,sv_P10
36121,17,sv_P9
18124,17,sv_P10
56352,17,sv_P9
143,tcp,email
68,udp,sv_P2
110,tcp,email
993,tcp,email
43756,1,sv_P8
0,icmp,sv_P5
3404,17,sv_P10
35699,1,sv_P9
21079,6,sv_P9
22,tcp,sv_P4
22,tcp,sv_P4
46984,17,sv_P8
37585,17,sv_P9
63107,6,sv_P8
31,udp,SV_P3
55693,1,sv_P8
62695,17,sv_P8
32777,17,sv_P8
51121,17,sv_P10
48160,6,sv_P10
993,tcp,email
49208,6,sv_P10
26,tcp,sv_P6
56258,6,sv_P9
52083,1,sv_P9
993,tcp,email
25,tcp,sv_P1
443,tcp,sv_P2
55311,1,sv_P8
51996,17,sv_P9
0,icmp,sv_P5
35177,17,sv_P8
62702,1,sv_P8
51720,6,sv_P10
53243,6,sv_P9
28,tcp,sv_P7
18672,6,sv_P9
143,tcp,email
25,tcp,sv_P1
28,tcp,sv_P7
44706,6,sv_P9
3389,tcp,sv_P5
25,tcp,sv_P1
19870,6,sv_P9
31,udp,SV_P3
22,tcp,sv_P4
443,tcp,sv_P2
3389,tcp,sv_P5
22,tcp,sv_P4
28254,17,sv_P8
34688,1,sv_P10
36893,1,sv_P8
68,udp,sv_P2
0,icmp,sv_P5
7846,6,sv_P9
22,tcp,sv_P4
22,tcp,sv_P4
38731,17,sv_P10
5406,6,sv_P10
993,tcp,email
62517,6,sv_P8
31,udp,SV_P3
26101,1,sv_P10
10788,17,sv_P10
68,udp,sv_P2
26,tcp,sv_P6
25,tcp,sv_P1
28,tcp,sv_P7
30077,6,sv_P9
23,tcp,sv_P1
110,tcp,email
3389,tcp,sv_P5
20263,1,sv_P10
68,udp,sv_P2
25,tcp,sv_P1
57588,6,sv_P8
20545,6,sv_P10
25,tcp,sv_P1
39659,6,sv_P9
64941,17,sv_P9
110,tcp,email
25,tcp,sv_P1
17532,6,sv_P9
110,tcp,email
60288,6,sv_P10
683,1,sv_P8
0,icmp,sv_P5
26,tcp,sv_P6
443,tcp,sv_P2
23,tcp,sv_P1
58305,17,sv_P8
25,tcp,sv_P1
12901,1,sv_P8
37450,6,sv_P10
443,tcp,sv_P2
49698,17,sv_P10
47549,6,sv_P9
37402,6,sv_P9
993,tcp,email
443,tcp,sv_P2
28,tcp,sv_P7
27653,17,sv_P9
0,icmp,sv_P5
25,tcp,sv_P1
45776,17,sv_P10
31,udp,SV_P3
31,udp,SV_P3
23,tcp,sv_P1
28,tcp,sv_P7
14242,6,sv_P9
24256,6,sv_P8
44927,6,sv_P8
26592,17,sv_P8
993,tcp,email
24949,1,sv_P9
5724,6,sv_P9
3389,tcp,sv_P5
50087,6,sv_P8
25,tcp,sv_P1
68,udp,sv_P2
31075,17,sv_P9
23,tcp,sv_P1
2439,1,sv_P8
34587,17,sv_P8
38695,6,sv_P9
26,tcp,sv_P6
31,udp,SV_P3
3389,tcp,sv_P5
64527,6,sv_P9
26,tcp,sv_P6
24376,6,sv_P10
26,tcp,sv_P6
6967,1,sv_P8
59378,17,sv_P10
23,tcp,sv_P1
41866,1,sv_P9
19239,6,sv_P10
3778,6,sv_P10
143,tcp,email
53921,6,sv_P9
6817,17,sv_P9
27320,6,sv_P10
31,udp,SV_P3
45430,17,sv_P8
51256,17,sv_P10
15498,17,sv_P10
443,tcp,sv_P2
31,udp,SV_P3
143,tcp,email
993,tcp,email
31,udp,SV_P3
43586,17,sv_P10
9635,6,sv_P8
37391,1,sv_P8
26307,6,sv_P10
35864,1,sv_P8
0,icmp,sv_P5
160,1,sv_P9
26,tcp,sv_P6
64436,17,sv_P9
993,tcp,email
23,tcp,sv_P1
143,tcp,email
7696,1,sv_P9
28254,1,sv_P8
3389,tcp,sv_P5
37017,17,sv_P9
33975,1,sv_P10
23,tcp,sv_P1
110,tcp,email
47581,6,sv_P9
25,tcp,sv_P1
5469,17,sv_P10
25,tcp,sv_P1
993,tcp,email
42490,1,sv_P9
63829,1,sv_P10
3389,tcp,sv_P5
32916,17,sv_P10
31974,1,sv_P8
37581,1,sv_P10
3389,tcp,sv_P5
22,tcp,sv_P4
20978,1,sv_P9
8731,1,sv_P10
68,udp,sv_P2
48798,1,sv_P8
22,tcp,sv_P4
68,udp,sv_P2
50062,6,sv_P8
143,tcp,email
30682,6,sv_P8
26,tcp,sv_P6
23915,1,sv_P9
22,tcp,sv_P4
14238,17,sv_P10
143,tcp,email
143,tcp,email
3389,tcp,sv_P5
110,tcp,email
58461,1,sv_P10
39698,6,sv_P8
51286,17,sv_P8
57003,1,sv_P9
50102,17,sv_P9
32946,6,sv_P9
30139,17,sv_P10
18236,6,sv_P8
3389,tcp,sv_P5
21918,1,sv_P10
23,tcp,sv_P1
16515,1,sv_P8
23,tcp,sv_P1
43680,1,sv_P10
25,tcp,sv_P1
7290,6,sv_P9
53006,17,sv_P9
443,tcp,sv_P2
48581,1,sv_P10
25,tcp,sv_P1
993,tcp,email
26,tcp,sv_P6
443,tcp,sv_P2
68,udp,sv_P2
14526,1,sv_P9
14554,6,sv_P10
30452,17,sv_P8
993,tcp,email
993,tcp,email
7670,1,sv_P9
23,tcp,sv_P1
17919,17,sv_P8
47963,17,sv_P8
6634,17,sv_P10
4348,1,sv_P10
22,tcp,sv_P4
143,tcp,email
110,tcp,email
53179,6,sv_P9
56894,1,sv_P9
25,tcp,sv_P1
1601,1,sv_P9
18040,1,sv_P10
68,udp,sv_P2
993,tcp,email
44474,17,sv_P9
34195,17,sv_P10
15387,6,sv_P9
18270,1,sv_P9
24462,1,sv_P10
59735,1,sv_P8
143,tcp,email
110,tcp,email
31,udp,SV_P3
9032,6,sv_P8
22,tcp,sv_P4
22,tcp,sv_P4
39382,1,sv_P10
49178,1,sv_P10
34744,17,sv_P9
64966,6,sv_P8
23,tcp,sv_P1
22,tcp,sv_P4
3389,tcp,sv_P5
50947,6,sv_P10
51507,17,sv_P8
39539,17,sv_P8
443,tcp,sv_P2
62287,6,sv_P10
25,tcp,sv_P1
28,tcp,sv_P7
993,tcp,email
22217,17,sv_P8
39313,17,sv_P9
993,tcp,email
61368,1,sv_P9
3389,tcp,sv_P5
22,tcp,sv_P4
35972,17,sv_P9
51357,6,sv_P10
619,6,sv_P9
50059,1,sv_P8
31,udp,SV_P3
23,tcp,sv_P1
18156,17,sv_P8
51449,1,sv_P8
443,tcp,sv_P2
143,tcp,email
12381,1,sv_P9
53072,17,sv_P9
23606,1,sv_P8
110,tcp,email
43875,1,sv_P9
56992,1,sv_P10
28,tcp,sv_P7
55944,1,sv_P9
38222,1,sv_P8
110,tcp,email
68,udp,sv_P2
68,udp,sv_P2
25755,6,sv_P8
6232,17,sv_P10
993,tcp,email
25,tcp,sv_P1
0,icmp,sv_P5
0,icmp,sv_P5
23,tcp,sv_P1
36952,1,sv_P8
25,tcp,sv_P1
25316,17,sv_P8
3389,tcp,sv_P5
52105,17,sv_P9
38047,1,sv_P10
33092,17,sv_P9
31,udp,SV_P3
22,tcp,sv_P4
23,tcp,sv_P1
14534,1,sv_P10
30566,6,sv_P8
443,tcp,sv_P2
22,tcp,sv_P4
443,tcp,sv_P2
110,tcp,email
39685,17,sv_P10
110,tcp,email
4031,17,sv_P8
15996,17,sv_P9
68,udp,sv_P2
0,icmp,sv_P5
143,tcp,email
12407,1,sv_P9
28,tcp,sv_P7
15186,1,sv_P10
10100,17,sv_P10
40454,17,sv_P8
46889,1,sv_P9
53460,1,sv_P10
1008,17,sv_P10
15683,1,sv_P10
26232,1,sv_P10
34369,1,sv_P9
3389,tcp,sv_P5
14100,6,sv_P10
18141,6,sv_P10
28,tcp,sv_P7
13524,6,sv_P8
110,tcp,email
49385,6,sv_P8
10981,1,sv_P10
0,icmp,sv_P5
8766,1,sv_P9
49695,6,sv_P8
3389,tcp,sv_P5
38398,6,sv_P9
143,tcp,email
31,udp,SV_P3
443,tcp,sv_P2
993,tcp,email
28839,6,sv_P9
443,tcp,sv_P2
59827,17,sv_P8
17110,6,sv_P9
32323,6,sv_P10
6559,1,sv_P9
23,tcp,sv_P1
25,tcp,sv_P1
22,tcp,sv_P4
22,tcp,sv_P4
28152,17,sv_P8
32932,1,sv_P8
32009,1,sv_P9
443,tcp,sv_P2
33953,1,sv_P10
28,tcp,sv_P7
28,tcp,sv_P7
27792,17,sv_P10
44140,17,sv_P10
16171,6,sv_P10
143,tcp,email
0,icmp,sv_P5
143,tcp,email
22,tcp,sv_P4
3389,tcp,sv_P5
45567,1,sv_P10
23,tcp,sv_P1
28,tcp,sv_P7
28,tcp,sv_P7
909,17,sv_P9
61627,6,sv_P9
34781,17,sv_P9
12603,1,sv_P9
993,tcp,email
28159,17,sv_P10
443,tcp,sv_P2
42396,6,sv_P10
19219,1,sv_P8
143,tcp,email
3389,tcp,sv_P5
23,tcp,sv_P1
17496,17,sv_P9
0,icmp,sv_P5
29157,6,sv_P8
23,tcp,sv_P1
23,tcp,sv_P1
28,tcp,sv_P7
56162,1,sv_P10
44966,6,sv_P10
7452,1,sv_P8
36079,1,sv_P8
40398,6,sv_P10
5025,1,sv_P8
35646,1,sv_P8
68,udp,sv_P2
443,tcp,sv_P2
62178,6,sv_P9
36815,1,sv_P8
9972,17,sv_P8
878,1,sv_P8
8729,1,sv_P10
43678,17,sv_P10
25826,17,sv_P10
62481,6,sv_P10
58248,17,sv_P10
42880,1,sv_P9
8766,6,sv_P9
31318,6,sv_P9
56239,6,sv_P9
52538,1,sv_P8
22,tcp,sv_P4
26,tcp,sv_P6
58214,1,sv_P8
60416,6,sv_P8
3389,tcp,sv_P5
28213,1,sv_P8
110,tcp,email
22,tcp,sv_P4
3389,tcp,sv_P5
4011,6,sv_P8
31,udp,SV_P3
27974,6,sv_P8
25,tcp,sv_P1
4058,1,sv_P9
31,udp,SV_P3
38677,17,sv_P8
40009,6,sv_P9
46523,17,sv_P8
22088,1,sv_P9
4498,17,sv_P10
28,tcp,sv_P7
52304,17,sv_P10
110,tcp,email
50930,1,sv_P9
23,tcp,sv_P1
32841,17,sv_P8
1980,17,sv_P9
54143,17,sv_P10
3389,tcp,sv_P5
26,tcp,sv_P6
16978,1,sv_P9
31,udp,SV_P3
33612,17,sv_P10
23,tcp,sv_P1
110,tcp,email
55280,6,sv_P8
143,tcp,email
51995,17,sv_P10
993,tcp,email
61258,17,sv_P8
49876,6,sv_P8
30325,1,sv_P8
62646,1,sv_P8
32318,17,sv_P10
23,tcp,sv_P1
44634,6,sv_P10
28,tcp,sv_P7
4505,17,sv_P8
0,icmp,sv_P5
68,udp,sv_P2
25,tcp,sv_P1
12207,6,sv_P10
143,tcp,email
443,tcp,sv_P2
25,tcp,sv_P1
34565,17,sv_P9
22,tcp,sv_P4
22144,1,sv_P9
43822,17,sv_P9
3389,tcp,sv_P5
12588,6,sv_P9
13190,6,sv_P9
993,tcp,email
993,tcp,email
110,tcp,email
4834,1,sv_P10
68,udp,sv_P2
26,tcp,sv_P6
33199,1,sv_P8
25864,1,sv_P8
143,tcp,email
1809,6,sv_P8
993,tcp,email
52987,1,sv_P10
25,tcp,sv_P1
48389,17,sv_P8
55661,17,sv_P8
31,udp,SV_P3
17077,17,sv_P10
68,udp,sv_P2
50757,17,sv_P8
26531,1,sv_P8
22023,6,sv_P9
993,tcp,email
26,tcp,sv_P6
32608,6,sv_P9
23,tcp,sv_P1
45975,6,sv_P8
3389,tcp,sv_P5
23,tcp,sv_P1
43351,6,sv_P8
23,tcp,sv_P1
143,tcp,email
993,tcp,email
25,tcp,sv_P1
22,tcp,sv_P4
58764,17,sv_P8
31,udp,SV_P3
48926,1,sv_P8
51865,6,sv_P9
58397,6,sv_P9
23,tcp,sv_P1
25,tcp,sv_P1
58302,17,sv_P9
38550,17,sv_P8
3389,tcp,sv_P5
34404,6,sv_P8
26,tcp,sv_P6
55792,1,sv_P8
394,1,sv_P10
42086,1,sv_P9
22,tcp,sv_P4
0,icmp,sv_P5
63412,1,sv_P9
28,tcp,sv_P7
64372,17,sv_P10
22,tcp,sv_P4
17888,17,sv_P9
62245,17,sv_P8
0,icmp,sv_P5
0,icmp,sv_P5
31,udp,SV_P3
35891,17,sv_P9
23,tcp,sv_P1
10818,17,sv_P10
4187,17,sv_P9
43360,17,sv_P10
3111,6,sv_P8
143,tcp,email
0,icmp,sv_P5
993,tcp,email
56440,17,sv_P8
3389,tcp,sv_P5
28689,1,sv_P8
993,tcp,email
143,tcp,email
26,tcp,sv_P6
16820,17,sv_P9
45971,6,sv_P8
143,tcp,email
1306,1,sv_P10
57240,1,sv_P9
3389,tcp,sv_P5
8270,6,sv_P10
62428,1,sv_P10
0,icmp,sv_P5
8665,17,sv_P10
2204,17,sv_P10
57878,1,sv_P10
22,tcp,sv_P4
25,tcp,sv_P1
82,6,sv_P10
60298,1,sv_P8
25,tcp,sv_P1
33117,17,sv_P8
31,udp,SV_P3
22,tcp,sv_P4
443,tcp,sv_P2
16059,17,sv_P10
31,udp,SV_P3
993,tcp,email
15499,1,sv_P9
27912,6,sv_P9
26,tcp,sv_P6
143,tcp,email
143,tcp,email
25,tcp,sv_P1
17355,6,sv_P10
443,tcp,sv_P2
38437,17,sv_P8
40022,6,sv_P9
65479,17,sv_P10
52982,6,sv_P8
6090,1,sv_P10
68,udp,sv_P2
19774,1,sv_P10
59852,1,sv_P9
22,tcp,sv_P4
12696,1,sv_P10
16506,1,sv_P9
143,tcp,email
2682,17,sv_P9
31,udp,SV_P3
11278,1,sv_P9
19670,6,sv_P8
13568,6,sv_P10
38492,17,sv_P8
52127,6,sv_P10
14007,6,sv_P10
20511,1,sv_P8
0,icmp,sv_P5
42653,17,sv_P8
28991,17,sv_P9
993,tcp,email
32929,1,sv_P9
61564,6,sv_P8
23,tcp,sv_P1
65509,17,sv_P8
33972,1,sv_P8
22,tcp,sv_P4
3389,tcp,sv_P5
42034,1,sv_P9
443,tcp,sv_P2
143,tcp,email
27589,1,sv_P8
929,6,sv_P9
23,tcp,sv_P1
12374,6,sv_P9
45319,1,sv_P8
50078,1,sv_P9
0,icmp,sv_P5
41334,6,sv_P10
25845,1,sv_P9
22,tcp,sv_P4
28,tcp,sv_P7
11347,17,sv_P10
18747,6,sv_P9
68,udp,sv_P2
22,tcp,sv_P4
59821,1,sv_P10
31,udp,SV_P3
0,icmp,sv_P5
993,tcp,email
33088,6,sv_P9
26,tcp,sv_P6
26,tcp,sv_P6
57394,6,sv_P9
22,tcp,sv_P4
443,tcp,sv_P2
59702,17,sv_P10
143,tcp,email
27963,17,sv_P9
143,tcp,email
35962,17,sv_P8
993,tcp,email
61595,6,sv_P8
51310,1,sv_P10
23,tcp,sv_P1
110,tcp,email
52184,17,sv_P8
23,tcp,sv_P1
55854,6,sv_P9
25,tcp,sv_P1
41896,1,sv_P9
0,icmp,sv_P5
28,tcp,sv_P7
3389,tcp,sv_P5
15108,1,sv_P9
993,tcp,email
26,tcp,sv_P6
20877,6,sv_P9
4828,17,sv_P10
28,tcp,sv_P7
68,udp,sv_P2
11838,1,sv_P10
45267,17,sv_P8
443,tcp,sv_P2
40057,6,sv_P10
110,tcp,email
11637,1,sv_P9
28,tcp,sv_P7
31,udp,SV_P3
26,tcp,sv_P6
22,tcp,sv_P4
61457,17,sv_P10
3389,tcp,sv_P5
31,udp,SV_P3
23,tcp,sv_P1
64727,6,sv_P8
28,tcp,sv_P7
47108,17,sv_P8
45566,6,sv_P9
48127,17,sv_P10
16896,6,sv_P9
58755,17,sv_P8
3389,tcp,sv_P5
31,udp,SV_P3
143,tcp,email
443,tcp,sv_P2
31,udp,SV_P3
3389,tcp,sv_P5
23,tcp,sv_P1
25,tcp,sv_P1
42984,1,sv_P8
443,tcp,sv_P2
17208,17,sv_P9
0,icmp,sv_P5
427,6,sv_P10
23,tcp,sv_P1
25983,17,sv_P9
0,icmp,sv_P5
55957,1,sv_P10
26,tcp,sv_P6
